STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SI,Slovenia,2025-Q4,,16010.2,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2023-Q1,,27358.3,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2023-Q2,,27706.0,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2023-Q3,,28491.8,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2023-Q4,,29307.7,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2024-Q1,,29254.6,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2024-Q2,,29333.0,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2024-Q3,,29368.1,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2024-Q4,,29857.7,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2025-Q1,,29800.4,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2025-Q2,,30502.5,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2025-Q3,,30833.3,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",SK,Slovakia,2025-Q4,,31264.2,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2023-Q1,,112.903,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2023-Q2,,114.143,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2023-Q3,,114.869,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2023-Q4,,116.306,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2024-Q1,,118.002,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2024-Q2,,119.151,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2024-Q3,,120.049,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2024-Q4,,120.361,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2025-Q1,,121.327,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2025-Q2,,122.458,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2025-Q3,,123.473,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",AT,Austria,2025-Q4,,123.660,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2023-Q1,,115.660,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2023-Q2,,116.120,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2023-Q3,,116.473,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2023-Q4,,116.764,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2024-Q1,,117.252,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2024-Q2,,118.222,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2024-Q3,,119.165,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2024-Q4,,119.718,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2025-Q1,,120.736,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2025-Q2,,121.322,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2025-Q3,,122.084,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",BE,Belgium,2025-Q4,,122.699,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2023-Q1,,113.747,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2023-Q2,,114.626,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2023-Q3,,116.169,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2023-Q4,,116.901,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2024-Q1,,117.899,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2024-Q2,,118.744,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2024-Q3,,119.543,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2024-Q4,,119.996,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2025-Q1,,119.910,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2025-Q2,,119.773,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2025-Q3,,120.006,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",CY,Cyprus,2025-Q4,,121.338,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q1,,115.606,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q2,,117.463,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q3,,118.249,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2023-Q4,,118.905,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q1,,118.963,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q2,,119.850,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q3,,120.307,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2024-Q4,,122.100,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q1,,122.237,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q2,,123.785,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q3,,124.083,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",DE,Germany,2025-Q4,,125.847,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q1,,131.492,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q2,,133.865,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q3,,132.659,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2023-Q4,,134.651,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q1,,135.564,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q2,,138.000,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q3,,140.106,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2024-Q4,,141.178,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q1,,143.193,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q2,,143.225,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q3,,144.370,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EE,Estonia,2025-Q4,,145.032,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q1,,112.474,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q2,,113.918,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q3,,115.078,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2023-Q4,,116.016,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q1,,116.943,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q2,,117.673,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q3,,118.519,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2024-Q4,,118.917,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q1,,120.218,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q2,,121.310,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q3,,121.944,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",EL,Greece,2025-Q4,,121.623,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q1,,112.997,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q2,,112.434,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q3,,113.197,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2023-Q4,,116.066,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q1,,116.065,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q2,,115.584,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q3,,116.249,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",Q,Quarterly,PD20_EUR,"Price index (implicit deflator), 2020=100, euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",ES,Spain,2024-Q4,,117.205,,p,provisional,,
