"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02937V03552","Sector","UNIT","VALUE"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20182","2018Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","32152"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20182","2018Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45038"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20183","2018Q3","-","All sectors","Euro Million","80399"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20183","2018Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","34715"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20183","2018Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","45684"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20184","2018Q4","-","All sectors","Euro Million","81765"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20184","2018Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","35198"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20184","2018Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46567"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20191","2019Q1","-","All sectors","Euro Million","81574"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20191","2019Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","34596"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20191","2019Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46978"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20192","2019Q2","-","All sectors","Euro Million","85394"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20192","2019Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","38433"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20192","2019Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46961"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20193","2019Q3","-","All sectors","Euro Million","86687"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20193","2019Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","38811"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20193","2019Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47875"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20194","2019Q4","-","All sectors","Euro Million","89647"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20194","2019Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","40459"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20194","2019Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49188"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20201","2020Q1","-","All sectors","Euro Million","91343"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20201","2020Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","42427"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20201","2020Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48916"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20202","2020Q2","-","All sectors","Euro Million","84846"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20202","2020Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","43570"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20202","2020Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","41276"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20203","2020Q3","-","All sectors","Euro Million","92256"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20203","2020Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","46018"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20203","2020Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","46237"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20204","2020Q4","-","All sectors","Euro Million","93120"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20204","2020Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","45573"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20204","2020Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","47547"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20211","2021Q1","-","All sectors","Euro Million","102037"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20211","2021Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","53553"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20211","2021Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","48484"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20212","2021Q2","-","All sectors","Euro Million","103568"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20212","2021Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","53668"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20212","2021Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","49900"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20213","2021Q3","-","All sectors","Euro Million","108573"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20213","2021Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","56573"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20213","2021Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","51999"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20214","2021Q4","-","All sectors","Euro Million","110161"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20214","2021Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","55657"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20214","2021Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","54505"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20221","2022Q1","-","All sectors","Euro Million","117151"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20221","2022Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","61652"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20221","2022Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","55499"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20222","2022Q2","-","All sectors","Euro Million","121722"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20222","2022Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","63968"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20222","2022Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","57754"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20223","2022Q3","-","All sectors","Euro Million","127386"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20223","2022Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","68098"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20223","2022Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","59288"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20224","2022Q4","-","All sectors","Euro Million","129331"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20224","2022Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","67761"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20224","2022Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","61571"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20231","2023Q1","-","All sectors","Euro Million","124047"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20231","2023Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","60140"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20231","2023Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","63907"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20232","2023Q2","-","All sectors","Euro Million","127212"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20232","2023Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","61704"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20232","2023Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","65507"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20233","2023Q3","-","All sectors","Euro Million","125104"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20233","2023Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","59131"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20233","2023Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","65972"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20234","2023Q4","-","All sectors","Euro Million","124698"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20234","2023Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","58010"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20234","2023Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","66688"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20241","2024Q1","-","All sectors","Euro Million","125384"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20241","2024Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","57055"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20241","2024Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","68329"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20242","2024Q2","-","All sectors","Euro Million","130375"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20242","2024Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","61163"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20242","2024Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","69212"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20243","2024Q3","-","All sectors","Euro Million","137425"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20243","2024Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","66142"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20243","2024Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","71283"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20244","2024Q4","-","All sectors","Euro Million","143324"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20244","2024Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","72432"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20244","2024Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","70892"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20251","2025Q1","-","All sectors","Euro Million","154317"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20251","2025Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","82071"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20251","2025Q1","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","72245"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20252","2025Q2","-","All sectors","Euro Million","154150"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20252","2025Q2","1","Foreign-owned multinational enterprise dominated","Euro Million","81895"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20252","2025Q2","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","72255"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20253","2025Q3","-","All sectors","Euro Million","149053"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20253","2025Q3","1","Foreign-owned multinational enterprise dominated","Euro Million","77749"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20253","2025Q3","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","71304"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20254","2025Q4","-","All sectors","Euro Million","156062"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20254","2025Q4","1","Foreign-owned multinational enterprise dominated","Euro Million","80928"
"NAQ06S01","GVA at Current Basic Prices (Seasonally Adjusted)","20254","2025Q4","2","Other sectors excluding the foreign-owned multinational enterprise dominated sector","Euro Million","75134"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","19951","1995Q1","-","All sectors","Euro Million","27520"
"NAQ06S02","GVA at Constant Basic Prices (Seasonally Adjusted)","19951","1995Q1","1","Foreign-owned multinational enterprise dominated","Euro Million","3849"
