STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SI,Slovenia,2025-Q1,,427422,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SI,Slovenia,2025-Q2,,437880,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SI,Slovenia,2025-Q3,,445687,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SI,Slovenia,2025-Q4,,448566,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2023-Q1,,996956,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2023-Q2,,990437,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2023-Q3,,986121,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2023-Q4,,993046,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2024-Q1,,993354,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2024-Q2,,985516,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2024-Q3,,990297,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2024-Q4,,991264,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2025-Q1,,982996,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2025-Q2,,980332,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2025-Q3,,984876,,,,,
dataflow,ESTAT:NAMQ_10_A10_E(1.0),Employment by main industry (NACE Rev.2) - national accounts,Q,Quarterly,THS_HW,Thousand hours worked,TOTAL,Total - all NACE activities,SCA,Seasonally and calendar adjusted data,EMP_DC,Total employment domestic concept,SK,Slovakia,2025-Q4,,987274,,,,,
